Sentence,Tag
Mr. Musharraf says he suspended Chaudhry because of complaints that he had abused his authority .,"['B-per', 'I-per', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"With merchandise exports only a fraction of merchandise imports , continued reliance must be placed on fishing and telecommunications license fees , remittances from overseas workers , official transfers , and income from overseas investments .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A British soldier facing court martial in Britain has pleaded guilty to committing the war crime of treating detainees inhumanely while serving in Iraq .,"['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Speakers at Tuesday 's rally said efforts to alter the royal line threaten the nation 's most sacred traditions .,"['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Rebel leaders met with Norwegian Foreign Minister Jan Petersen and another peace envoy in the rebel stronghold , Kilinochchi Saturday to discuss the disaster .","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
U.S. State Department spokesman Adam Ereli Tuesday offered congratuatlions to the New President and said the United States looks forward to working with him .,"['B-org', 'I-org', 'I-org', 'O', 'B-per', 'I-per', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The Palestinian Islamist group took control of Gaza in 2007 , after battling forces loyal to Palestinian President Mahmoud Abbas .","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O']"
"Mercosur comprises Argentina , Brazil , Paraguay and Uruguay .","['B-org', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-org', 'I-org', 'I-org', 'O']"
But Prime Minister Mohamed Ali Gedi said the vote was flawed and must be held again .,"['O', 'B-per', 'I-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Colonel Jordan is the highest-ranking officer to face criminal charges stemming from Abu Ghraib .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Surgeons will drain fluid that has accumulated around the former president 's left lung after his quadruple heart bypass operation last September .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Early results from Haiti 's presidential election indicate front-runner candidate Rene Preval has a commanding lead , and may be able to avoid a run-off election .","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Crude oil for May delivery fell 69 cents , more than one percent , to $ 54.15 a barrel in mid-day trading Monday .","['O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"In a statement released Saturday , the military said the release represented a major milestone in Iraq 's progress towards democracy and the rule of law .","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
President Thabo Mbeki unveiled a $ 65 billion spending plan Sunday at a rally launching the African National Congress ' campaign for municipal elections .,"['B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O']"
"France has been on high alert since July , when Islamist suicide bombers killed more than 50 people in attacks on the London transport system .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
Russia will hold parliamentary elections next year and presidential elections in 2008 .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Ms. Merkel , who is battling to become chancellor , told reporters she is more optimistic than pessimistic .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The commission is nearing the end of a year-long investigation into what caused the financial crisis , and how to prevent a future one .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The first one million downloads are free , and Microsoft will donate 25 cents per download to the Alliance For Climate Protection .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It says the operation is threatening the last major tract of undisturbed tropical forests in the entire Asia-Pacific region .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
She stops in Britain before returning home .,"['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
"Police opened fire on the crowd of stone-throwing protesters in Baramullah town , about 55 kilometers outside Srinigar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"Last week , Peru recalled its ambassador to Japan after a Japanese consular official visited Mr. Fujimori in jail .","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O']"
It catapulted the Himalayan region into the headlines and led to protests that disrupted the Olympic torch relay .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"U.N. officials have said large-scale resettlement outside Liberia is not an option , and that these refugees should make an effort to help rebuild their country .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Earlier this week , Kurdish leaders said two other villages in northeastern Iraq had been the target of Iranian shelling , prompting frightened residents to flee their homes .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The officials say the mother , a 13-year-old giant panda pregnant with twins , gave birth to one cub , but the other died in the womb .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Human rights groups and a relative said Wednesday that Egyptian security officials freed Abdel Kareem Nabil earlier this week .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-gpe', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O']"
"Beta is currently some 80 kilometers northeast of San Andres , moving north at about seven kilometers per hour .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The foreign ministers of Indonesia , the Philippines , Malaysia and Singapore have urged Burma to implement democratic reforms or risk losing its turn at the ASEAN chairmanship .","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']"
A 300-member delegation from South Korea has arrived in North Korea to take part in celebrations marking the fifth anniversary of the historic 2000 inter-Korean summit .,"['O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O']"
"Ms. Rice will travel to India , Pakistan , Afghanistan , Japan , South Korea and China before returning to Washington on March 21 .","['B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'I-tim', 'O']"
U.S. and Iraqi officials have said the terrorist leader probably fled Fallujah ahead of the recent assault .,"['B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
The astronauts are to begin the mission 's fourth spacewalk Thursday to test a new procedure for repairing damaged heat-shielding tiles .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Mr. Abbas met last week at the White House with President Bush , who reaffirmed his support for the creation of a Palestinian state .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
Italian prosecutors say police have arrested two foreigners suspected of plotting terror attacks on targets near Milan .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
It criticizes coalition military personnel for not being able to properly find and screen candidates for the police force .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Chertoff told Fox News Sunday U.S. officials are concerned that some people involved in the alleged plot may still be at large .,"['B-per', 'O', 'B-org', 'I-org', 'B-tim', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The IEDs have killed more than 1,200 U.S. soldiers and thousands of civilians .","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Mr. Chavez refused to renew RCTV 's license to broadcast on a public frequency for allegedly backing a failed coup against him in 2002 .,"['B-per', 'I-per', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Insurgents have struck again in Iraq , this time assassinating a senior government official , as they try to derail next month 's national elections .","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ethnic Uzbeks form a substantial minority in Tajikistan .,"['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
But the Israeli army said it was not involved .,"['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The U.S. House of Representatives has approved a $ 516 billion budget measure that funds American troops in Afghanistan and all federal agencies except the Pentagon .,"['O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
Feathers were down .,"['O', 'O', 'O', 'O']"
"According to scripture , Allah did not require Abraham to go through with the sacrifice .","['O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Yemeni officials say al-Qaida militants ambushed a military convoy on Friday , killing 12 soldiers .","['B-gpe', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
The agreements were signed in Caracas Wednesday by Venezuelan President Hugo Chavez and Cuban Vice President Carlos Lage .,"['O', 'O', 'O', 'O', 'O', 'B-org', 'B-tim', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'I-per', 'O']"
Gunmen in Guatemala City killed a Perez aide last month .,"['O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O']"
"The Israeli forces were searching for explosives along the border , after discovering four bombs there Monday .","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
He lifted the state of emergency just over a month later but left restrictions on the media in place .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Joseph Domenech , the head of the U.N. 's Food and Agricultural Organization , says the East Asian archipelago is facing "" an uphill battle "" trying to control the H5N1 form of the virus .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
That is the number reported Tuesday by two Somali news outlets .,"['O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'B-gpe', 'O', 'O', 'O']"
U.S. Senator Edward Kennedy is undergoing further tests at a hospital in the northeastern state of Massachusetts - two days after having a seizure .,"['B-org', 'B-per', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
"The United Nations is working with Sudan 's government and the World Health Organization to carry out the vaccinations , which will include southern Sudan and other areas in coming weeks .","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
German lawmakers reflected on the pains of the holocaust Friday and urged the world to learn from the past on this first international Holocaust Remembrance Day .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'B-tim', 'O']"
Aid agencies have pasted hundreds of posters around Kabul appealing for the release of Ms. Cantoni .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
Police said Friday a suicide bomber on a motorcycle detonated explosives outside a government office in the Yakaghund village in Pakistan 's northwest Mohmand tribal region .,"['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
He also says Mr. Bush will call on the international community to fulfill its financial pledges to Iraq .,"['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
There has been no claim of responsibility .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The commission had been expected to be in place late last month , but Mr. Barroso withdrew his first nominees when parliament objected to some of them .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
U.S. Defense Secretary Donald Rumsfeld is to travel to India this week to discuss arms sales to New Delhi and Pakistan .,"['B-org', 'I-org', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O']"
Russian officials say a criminal investigation is underway into the blasts .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"One key area of focus , just south of Baghdad , was once known as the "" Triangle of Death . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"On Wednesday , Afghan and U.S.-led coalition troops killed more than 40 Taleban fighters during a 12-hour battle in southern Kandahar province .","['O', 'B-tim', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
"Speaking to students at a community college in Michigan Tuesday , Obama discussed several initiatives he says he would implement including a $ 4,000 tax credit for students who can not afford college .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
President Pervez Musharraf has said he plans to close those madrassas that do not register with the government by December 31 .,"['B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
Democratic gains since then allowed Togo to hold its first relatively free and fair legislative elections in October 2007 .,"['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
EU officials are considering additional measures including visa bans on Iranian officials .,"['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
It is the first outbreak among domestic waterfowl in the European Union .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
A Russian newspaper says Russia is planning to sell up to nine submarines to Venezuela .,"['O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Syria has demanded that Israel return the entire Golan Heights .,"['B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
"A spokeswoman for the group , Nita Zelenak , told VOA news Sunday that 35 adults and 19 children have left the tribal areas .","['O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-org', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
VOA 's West Africa correspondent Nico Colombant says Mr. Banny is expected to meet with outgoing Prime Minister Seydou Diarra Tuesday .,"['B-org', 'O', 'B-geo', 'I-geo', 'O', 'B-per', 'I-per', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'B-tim', 'O']"
The German detachment of about two thousand troops provides security and collects weapons and ammunition from disarmed militias for disposal .,"['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Authorities say the violence erupted in the oil-rich Unity State Friday between bodyguards of the state 's governor and troops loyal to army General Paulino Matip .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
Rice and Mr. Mubarak were to discuss the aftermath of the militant group Hamas 's victory in the Palestinian elections .,"['B-per', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
The huge blast at the Rafah crossing killed three Israeli soldiers .,"['O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
"Reforms to the taxation , healthcare , pension , and social welfare systems helped Slovakia consolidate its budget and get on track to join the EU in 2004 and to adopt the euro in January 2009 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
"Russian officials say at least five more people have died from a wave of extremely cold weather gripping the nation , bringing the death toll to 43 in the past week .","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
